1741914631.657,2025-03-13 18:10:31.657,false,-1,true,0.649893,true,0.703181,true,0.474726,true,0.432398,true,0.533655
1741914632.1619,2025-03-13 18:10:32.161,false,-1,true,0.608523,true,0.712694,true,0.467895,true,0.44727,true,0.533607
1741914632.6663,2025-03-13 18:10:32.666,false,-1,true,0.603017,true,0.713115,true,0.4741,true,0.447264,true,0.51215
1741914633.1709,2025-03-13 18:10:33.170,false,-1,true,0.603003,true,0.71509,true,0.478649,true,0.427038,true,0.503984
1741914633.6753,2025-03-13 18:10:33.675,false,-1,true,0.647807,true,0.719368,true,0.480319,true,0.407,true,0.5015
1741914634.1794,2025-03-13 18:10:34.179,false,-1,true,0.653111,true,0.72373,true,0.480987,true,0.390938,true,0.478227
1741914634.6841,2025-03-13 18:10:34.684,false,-1,true,0.653085,true,0.726723,true,0.487891,true,0.38251,true,0.458858
1741914635.1878,2025-03-13 18:10:35.187,false,-1,true,0.546953,true,0.729722,true,0.519138,true,0.378362,true,0.453973
1741914635.6922,2025-03-13 18:10:35.692,false,-1,true,0.430082,true,0.731775,true,0.583978,true,0.348397,true,0.420887
1741914636.1986,2025-03-13 18:10:36.198,false,-1,true,0.365918,true,0.73317,true,0.661512,true,0.337103,true,0.420881
1741914636.7015,2025-03-13 18:10:36.701,false,-1,true,0.365939,true,0.73411,true,0.716216,true,0.33711,true,0.425943
1741914637.2062,2025-03-13 18:10:37.206,true,0.5,true,0.401233,true,0.734732,true,0.73093,true,0.337117,true,0.441679
1741914637.7108,2025-03-13 18:10:37.710,false,-1,true,0.401246,true,0.735133,true,0.70097,true,0.312252,true,0.442044
1741914638.2141,2025-03-13 18:10:38.214,false,-1,true,0.331626,true,0.735378,true,0.684168,true,0.288286,true,0.442034
1741914638.7192,2025-03-13 18:10:38.719,false,-1,true,0.274066,true,0.735516,true,0.702243,true,0.288302,true,0.461397
1741914639.2237,2025-03-13 18:10:39.223,false,-1,true,0.274119,true,0.735578,true,0.700387,true,0.296781,true,0.477959
1741914639.7274,2025-03-13 18:10:39.727,false,-1,true,0.32248,true,0.735587,true,0.657095,true,0.311377,true,0.478587
1741914640.2323,2025-03-13 18:10:40.232,false,-1,true,0.322514,true,0.73556,true,0.609927,true,0.340691,true,0.477919
1741914640.7363,2025-03-13 18:10:40.736,false,-1,true,0.297158,true,0.735446,true,0.581647,true,0.360449,true,0.471558
1741914641.2405,2025-03-13 18:10:41.240,false,-1,true,0.297201,true,0.727187,true,0.564246,true,0.381953,true,0.471541
1741914641.7447,2025-03-13 18:10:41.744,false,-1,true,0.370679,true,0.698947,true,0.54558,true,0.420293,true,0.487957
1741914642.2495,2025-03-13 18:10:42.249,false,-1,true,0.485202,true,0.698856,true,0.543345,true,0.424544,true,0.508023
1741914642.7545,2025-03-13 18:10:42.754,false,-1,true,0.485204,true,0.698992,true,0.533211,true,0.42454,true,0.510369
1741914643.2574,2025-03-13 18:10:43.257,false,-1,true,0.432175,true,0.710074,true,0.53051,true,0.41998,true,0.510335
1741914643.7617,2025-03-13 18:10:43.761,false,-1,true,0.432184,true,0.71765,true,0.544629,true,0.419977,true,0.489214
1741914644.2666,2025-03-13 18:10:44.266,false,-1,true,0.433192,true,0.720001,true,0.557939,true,0.419412,true,0.478195
1741914644.7702,2025-03-13 18:10:44.770,false,-1,true,0.491906,true,0.724441,true,0.583365,true,0.404754,true,0.459697
1741914645.2753,2025-03-13 18:10:45.275,false,-1,true,0.492599,true,0.727488,true,0.639591,true,0.404753,true,0.454787
1741914645.7792,2025-03-13 18:10:45.779,false,-1,true,0.504328,true,0.729574,true,0.694097,true,0.434948,true,0.454774
1741914646.2832,2025-03-13 18:10:46.283,false,-1,true,0.537711,true,0.730993,true,0.717202,true,0.473641,true,0.473517
1741914646.7885,2025-03-13 18:10:46.788,false,-1,true,0.560411,true,0.73195,true,0.708912,true,0.536812,true,0.533348
1741914647.2937,2025-03-13 18:10:47.293,false,-1,true,0.63581,true,0.732584,true,0.676786,true,0.536789,true,0.5333
1741914647.797,2025-03-13 18:10:47.797,false,-1,true,0.643808,true,0.732473,true,0.651787,true,0.505683,true,0.528722
1741914648.3027,2025-03-13 18:10:48.302,false,-1,true,0.643784,true,0.722054,true,0.636193,true,0.449092,true,0.511401
1741914648.806,2025-03-13 18:10:48.806,false,-1,true,0.611838,true,0.721948,true,0.625066,true,0.401341,true,0.498789
1741914649.3108,2025-03-13 18:10:49.310,false,-1,true,0.59235,true,0.722678,true,0.612442,true,0.368353,true,0.474604
1741914649.815,2025-03-13 18:10:49.815,false,-1,true,0.544434,true,0.725825,true,0.59966,true,0.368356,true,0.471076
1741914650.3184,2025-03-13 18:10:50.318,false,-1,true,0.514723,true,0.728121,true,0.604274,true,0.36836,true,0.471058
1741914650.8228,2025-03-13 18:10:50.822,false,-1,true,0.514721,true,0.728012,true,0.6272,true,0.367606,true,0.482364
1741914651.3276,2025-03-13 18:10:51.327,false,-1,true,0.539028,true,0.726752,true,0.638752,true,0.36761,true,0.482343
1741914651.8317,2025-03-13 18:10:51.831,false,-1,true,0.553681,true,0.726644,true,0.641965,true,0.375403,true,0.477728
1741914652.336,2025-03-13 18:10:52.336,false,-1,true,0.539015,true,0.72856,true,0.637854,true,0.37802,true,0.477708
1741914652.8401,2025-03-13 18:10:52.840,false,-1,true,0.520035,true,0.728451,true,0.670518,true,0.425715,true,0.482249
1741914653.3452,2025-03-13 18:10:53.345,false,-1,true,0.434531,true,0.7289,true,0.728278,true,0.487962,true,0.513168
1741914653.8485,2025-03-13 18:10:53.848,true,0.5,true,0.421368,true,0.72879,true,0.768878,true,0.492254,true,0.51559
1741914654.3527,2025-03-13 18:10:54.352,false,-1,true,0.421378,true,0.729924,true,0.768826,true,0.51614,true,0.545898
1741914654.858,2025-03-13 18:10:54.858,false,-1,true,0.488816,true,0.730682,true,0.746935,true,0.529693,true,0.545842
1741914655.3617,2025-03-13 18:10:55.361,false,-1,true,0.532811,true,0.732489,true,0.748223,true,0.560016,true,0.519719
1741914655.8661,2025-03-13 18:10:55.866,false,-1,true,0.575858,true,0.732377,true,0.766829,true,0.559985,true,0.506093
1741914656.371,2025-03-13 18:10:56.371,false,-1,true,0.635416,true,0.732589,true,0.794806,true,0.538235,true,0.467773
1741914656.875,2025-03-13 18:10:56.875,false,-1,true,0.656029,true,0.732477,true,0.80759,true,0.461558,true,0.401952
1741914657.3798,2025-03-13 18:10:57.379,false,-1,true,0.656002,true,0.733606,true,0.789018,true,0.46155,true,0.342818
1741914657.8842,2025-03-13 18:10:57.884,false,-1,true,0.590031,true,0.734359,true,0.873234,true,0.490415,true,0.304866
1741914658.3878,2025-03-13 18:10:58.387,false,-1,true,0.487958,true,0.734851,true,0.956961,true,0.490402,true,0.266738
1741914658.8923,2025-03-13 18:10:58.892,false,-1,true,0.331257,true,0.735161,true,0.987469,true,0.474102,true,0.266762
1741914659.3969,2025-03-13 18:10:59.396,false,-1,true,0.22127,true,0.735343,true,0.994943,true,0.471589,true,0.268053
1741914659.9008,2025-03-13 18:10:59.900,false,-1,true,0.186493,true,0.735437,true,0.996604,true,0.452304,true,0.278796
1741914660.4056,2025-03-13 18:11:00.405,false,-1,true,0.106362,true,0.735468,true,0.996604,true,0.382376,true,0.286391
1741914660.9092,2025-03-13 18:11:00.909,false,-1,true,0.093651,true,0.735456,true,0.996604,true,0.381354,true,0.296883
1741914661.4139,2025-03-13 18:11:01.413,false,-1,true,0.093839,true,0.735413,true,0.995591,true,0.370247,true,0.322279
1741914661.9186,2025-03-13 18:11:01.918,false,-1,true,0.141751,true,0.735349,true,0.988486,true,0.37025,true,0.331736
1741914662.4226,2025-03-13 18:11:02.422,false,-1,true,0.231947,true,0.73527,true,0.978544,true,0.335972,true,0.343958
1741914662.9274,2025-03-13 18:11:02.927,false,-1,true,0.284579,true,0.735181,true,0.965458,true,0.33598,true,0.362236
1741914663.4308,2025-03-13 18:11:03.430,false,-1,true,0.360929,true,0.735084,true,0.942921,true,0.377507,true,0.382571
