1741914692.1953,2025-03-13 18:11:32.195,1,28,1.0,83,4,4,2,4,4
1741914692.6911,2025-03-13 18:11:32.691,1,28,1.0,75,4,4,1,4,4
1741914693.1875,2025-03-13 18:11:33.187,1,28,1.0,50,4,0,2,4,4
1741914693.708,2025-03-13 18:11:33.708,1,28,1.0,83,4,4,2,4,4
1741914694.204,2025-03-13 18:11:34.204,1,28,1.0,83,4,4,2,4,4
1741914694.7008,2025-03-13 18:11:34.700,1,28,1.0,83,4,4,2,4,4
1741914695.221,2025-03-13 18:11:35.221,1,28,1.0,83,4,4,2,4,4
1741914695.7171,2025-03-13 18:11:35.717,1,28,1.0,83,4,4,2,4,4
1741914696.2141,2025-03-13 18:11:36.214,1,28,1.0,83,4,4,2,4,4
1741914696.7352,2025-03-13 18:11:36.735,1,28,1.0,67,4,2,2,4,4
1741914697.2306,2025-03-13 18:11:37.230,1,28,1.0,50,4,1,1,4,4
1741914697.7281,2025-03-13 18:11:37.728,1,28,1.0,83,4,4,2,4,4
1741914698.2472,2025-03-13 18:11:38.247,1,28,1.0,75,4,4,1,4,4
1741914698.7443,2025-03-13 18:11:38.744,1,28,1.0,83,4,4,2,4,4
1741914699.2407,2025-03-13 18:11:39.240,1,28,1.0,50,4,0,2,4,4
1741914699.7616,2025-03-13 18:11:39.761,1,28,1.0,50,2,4,2,4,2
1741914700.2586,2025-03-13 18:11:40.258,1,28,1.0,83,4,4,2,4,4
1741914700.7534,2025-03-13 18:11:40.753,1,28,1.0,83,4,4,2,4,4
1741914701.2722,2025-03-13 18:11:41.272,1,28,1.0,83,4,4,2,4,4
1741914701.77,2025-03-13 18:11:41.770,1,28,1.0,83,4,4,2,4,4
1741914702.2664,2025-03-13 18:11:42.266,1,28,1.0,83,4,4,2,4,4
1741914702.7858,2025-03-13 18:11:42.785,1,28,1.0,75,4,4,1,4,4
1741914703.2819,2025-03-13 18:11:43.281,1,28,1.0,83,4,4,2,4,4
1741914703.7779,2025-03-13 18:11:43.777,1,28,1.0,33,2,1,1,4,4
1741914704.2984,2025-03-13 18:11:44.298,1,28,1.0,33,1,1,4,4,2
1741914704.7949,2025-03-13 18:11:44.794,1,28,1.0,8,0,4,1,2,0
1741914705.2911,2025-03-13 18:11:45.291,1,28,1.0,67,4,4,4,4,0
1741914705.8118,2025-03-13 18:11:45.811,1,28,1.0,50,4,0,4,4,2
1741914706.3073,2025-03-13 18:11:46.307,1,28,1.0,25,0,2,4,1,4
1741914706.8045,2025-03-13 18:11:46.804,1,28,1.0,58,1,4,4,2,4
1741914707.3251,2025-03-13 18:11:47.325,1,28,1.0,42,2,2,4,2,1
1741914707.8208,2025-03-13 18:11:47.820,1,28,1.0,75,4,4,1,4,4
1741914708.3175,2025-03-13 18:11:48.317,1,28,1.0,75,4,4,1,4,4
1741914708.838,2025-03-13 18:11:48.838,1,28,1.0,83,4,4,2,4,4
1741914709.3345,2025-03-13 18:11:49.334,1,28,1.0,83,4,4,2,4,4
1741914709.8314,2025-03-13 18:11:49.831,1,28,1.0,100,4,4,4,4,4
1741914710.3505,2025-03-13 18:11:50.350,1,28,1.0,42,4,4,1,2,2
1741914710.847,2025-03-13 18:11:50.847,1,28,1.0,33,2,4,0,4,2
1741914711.3442,2025-03-13 18:11:51.344,1,28,1.0,42,4,2,1,4,2
1741914711.8637,2025-03-13 18:11:51.863,1,28,1.0,75,4,4,1,4,4
1741914712.3618,2025-03-13 18:11:52.361,1,28,1.0,33,4,2,0,4,2
1741914712.8573,2025-03-13 18:11:52.857,1,28,1.0,25,1,2,4,1,1
1741914713.3769,2025-03-13 18:11:53.376,1,28,1.0,17,1,2,4,0,1
1741914713.8732,2025-03-13 18:11:53.873,1,28,1.0,17,1,1,4,4,0
1741914714.3692,2025-03-13 18:11:54.369,1,28,1.0,25,1,2,4,4,0
1741914714.8898,2025-03-13 18:11:54.889,1,28,1.0,25,1,2,4,1,1
1741914715.386,2025-03-13 18:11:55.386,1,28,1.0,17,0,2,4,4,0
1741914715.8822,2025-03-13 18:11:55.882,1,28,1.0,67,0,4,4,4,4
1741914716.4039,2025-03-13 18:11:56.403,1,28,1.0,67,4,2,2,4,4
1741914716.8997,2025-03-13 18:11:56.899,1,28,1.0,83,4,2,4,4,4
1741914717.3963,2025-03-13 18:11:57.396,1,28,1.0,17,0,0,2,4,4
1741914717.9173,2025-03-13 18:11:57.917,1,28,1.0,67,4,2,2,4,4
1741914718.4136,2025-03-13 18:11:58.413,1,28,1.0,100,4,4,4,4,4
1741914718.9102,2025-03-13 18:11:58.910,1,28,1.0,58,4,1,2,4,4
1741914719.4311,2025-03-13 18:11:59.431,1,28,1.0,67,4,2,2,4,4
1741914719.9267,2025-03-13 18:11:59.926,1,28,1.0,58,4,1,2,4,4
1741914720.4229,2025-03-13 18:12:00.422,1,28,1.0,58,4,1,2,4,4
1741914720.9426,2025-03-13 18:12:00.942,1,28,1.0,58,4,1,2,4,4
1741914721.4391,2025-03-13 18:12:01.439,1,28,1.0,58,4,1,2,4,4
1741914721.9361,2025-03-13 18:12:01.936,1,28,1.0,67,4,2,2,4,4
1741914722.456,2025-03-13 18:12:02.456,1,28,1.0,100,4,4,4,4,4
1741914722.9528,2025-03-13 18:12:02.952,1,28,1.0,75,4,1,4,4,4
1741914723.4488,2025-03-13 18:12:03.448,1,28,1.0,58,4,1,2,4,4
1741914723.9687,2025-03-13 18:12:03.968,1,28,1.0,50,4,2,4,4,0
1741914724.4652,2025-03-13 18:12:04.465,1,28,1.0,0,0,0,4,4,0
1741914724.9609,2025-03-13 18:12:04.960,1,28,1.0,17,0,2,1,2,1
