1741914631.4682,2025-03-13 18:10:31.468,neutral,frown,1.0,neutral,0.0
1741914631.4998,2025-03-13 18:10:31.499,blink,frown,1.0,neutral,0.0
1741914631.5313,2025-03-13 18:10:31.531,blink,frown,1.0,neutral,0.0
1741914631.5628,2025-03-13 18:10:31.562,blink,frown,1.0,neutral,0.0
1741914631.5943,2025-03-13 18:10:31.594,blink,frown,1.0,neutral,0.0
1741914631.6256,2025-03-13 18:10:31.625,blink,frown,1.0,neutral,0.0
1741914631.657,2025-03-13 18:10:31.657,neutral,frown,1.0,neutral,0.0
1741914631.6883,2025-03-13 18:10:31.688,neutral,frown,1.0,neutral,0.0
1741914631.7202,2025-03-13 18:10:31.720,neutral,frown,1.0,neutral,0.0
1741914631.7521,2025-03-13 18:10:31.752,neutral,frown,1.0,neutral,0.0
1741914631.7838,2025-03-13 18:10:31.783,neutral,frown,1.0,neutral,0.0
1741914631.8154,2025-03-13 18:10:31.815,neutral,frown,1.0,neutral,0.0
1741914631.8469,2025-03-13 18:10:31.846,neutral,frown,1.0,neutral,0.0
1741914631.8784,2025-03-13 18:10:31.878,neutral,frown,1.0,neutral,0.0
1741914631.9099,2025-03-13 18:10:31.909,neutral,frown,1.0,neutral,0.0
1741914631.941,2025-03-13 18:10:31.941,neutral,frown,1.0,neutral,0.0
1741914631.9722,2025-03-13 18:10:31.972,neutral,frown,1.0,neutral,0.0
1741914632.0037,2025-03-13 18:10:32.003,blink,frown,1.0,neutral,0.0
1741914632.0356,2025-03-13 18:10:32.035,blink,frown,1.0,neutral,0.0
1741914632.0671,2025-03-13 18:10:32.067,blink,frown,1.0,neutral,0.0
1741914632.0989,2025-03-13 18:10:32.098,blink,frown,1.0,neutral,0.0
1741914632.1304,2025-03-13 18:10:32.130,blink,frown,1.0,neutral,0.0
1741914632.1619,2025-03-13 18:10:32.161,neutral,frown,1.0,neutral,0.0
1741914632.1934,2025-03-13 18:10:32.193,neutral,frown,1.0,neutral,0.0
1741914632.2247,2025-03-13 18:10:32.224,neutral,frown,1.0,neutral,0.0
1741914632.2563,2025-03-13 18:10:32.256,neutral,frown,1.0,neutral,0.0
1741914632.2874,2025-03-13 18:10:32.287,neutral,frown,1.0,neutral,0.0
1741914632.3191,2025-03-13 18:10:32.319,neutral,frown,1.0,neutral,0.0
1741914632.351,2025-03-13 18:10:32.351,neutral,frown,1.0,neutral,0.0
1741914632.3829,2025-03-13 18:10:32.382,neutral,frown,1.0,neutral,0.0
1741914632.4145,2025-03-13 18:10:32.414,neutral,frown,1.0,neutral,0.0
1741914632.446,2025-03-13 18:10:32.446,neutral,frown,1.0,neutral,0.0
1741914632.4775,2025-03-13 18:10:32.477,neutral,frown,1.0,neutral,0.0
1741914632.509,2025-03-13 18:10:32.509,neutral,frown,1.0,neutral,0.0
1741914632.5402,2025-03-13 18:10:32.540,neutral,frown,1.0,neutral,0.0
1741914632.5714,2025-03-13 18:10:32.571,neutral,frown,1.0,neutral,0.0
1741914632.6029,2025-03-13 18:10:32.602,neutral,frown,1.0,neutral,0.0
1741914632.6346,2025-03-13 18:10:32.634,neutral,frown,1.0,neutral,0.0
1741914632.6663,2025-03-13 18:10:32.666,neutral,frown,0.958569,neutral,0.0
1741914632.698,2025-03-13 18:10:32.698,winkR,frown,0.958569,neutral,0.0
1741914632.7298,2025-03-13 18:10:32.729,winkR,frown,0.958569,neutral,0.0
1741914632.7615,2025-03-13 18:10:32.761,winkR,frown,0.958569,neutral,0.0
1741914632.7932,2025-03-13 18:10:32.793,winkR,frown,0.499901,neutral,0.0
1741914632.8247,2025-03-13 18:10:32.824,winkR,frown,0.499901,neutral,0.0
1741914632.8561,2025-03-13 18:10:32.856,winkR,frown,0.499901,neutral,0.0
1741914632.8872,2025-03-13 18:10:32.887,winkR,frown,0.499901,neutral,0.0
1741914632.9183,2025-03-13 18:10:32.918,winkR,frown,0.267205,neutral,0.0
1741914632.95,2025-03-13 18:10:32.950,winkR,frown,0.267205,neutral,0.0
1741914632.9819,2025-03-13 18:10:32.981,winkR,frown,0.267205,neutral,0.0
1741914633.0137,2025-03-13 18:10:33.013,winkR,frown,0.267205,neutral,0.0
1741914633.0452,2025-03-13 18:10:33.045,neutral,neutral,0.0,laugh,0.877613
1741914633.0767,2025-03-13 18:10:33.076,neutral,neutral,0.0,laugh,0.877613
1741914633.1082,2025-03-13 18:10:33.108,neutral,neutral,0.0,laugh,0.877613
1741914633.1395,2025-03-13 18:10:33.139,neutral,neutral,0.0,laugh,0.877613
1741914633.1709,2025-03-13 18:10:33.170,neutral,neutral,0.0,laugh,1.0
1741914633.2026,2025-03-13 18:10:33.202,neutral,neutral,0.0,laugh,1.0
1741914633.2341,2025-03-13 18:10:33.234,neutral,neutral,0.0,laugh,1.0
1741914633.266,2025-03-13 18:10:33.266,neutral,neutral,0.0,laugh,1.0
1741914633.2975,2025-03-13 18:10:33.297,neutral,neutral,0.0,smile,0.910958
1741914633.3291,2025-03-13 18:10:33.329,neutral,neutral,0.0,smile,0.910958
1741914633.3608,2025-03-13 18:10:33.360,neutral,neutral,0.0,smile,0.910958
1741914633.3923,2025-03-13 18:10:33.392,neutral,neutral,0.0,smile,0.910958
1741914633.4238,2025-03-13 18:10:33.423,neutral,neutral,0.0,smile,0.382339
1741914633.455,2025-03-13 18:10:33.455,neutral,neutral,0.0,smile,0.382339
1741914633.4862,2025-03-13 18:10:33.486,neutral,neutral,0.0,smile,0.382339
1741914633.5173,2025-03-13 18:10:33.517,neutral,neutral,0.0,smile,0.382339
1741914633.5486,2025-03-13 18:10:33.548,neutral,neutral,0.0,smile,0.571125
1741914633.5805,2025-03-13 18:10:33.580,neutral,neutral,0.0,smile,0.571125
1741914633.6121,2025-03-13 18:10:33.612,neutral,neutral,0.0,smile,0.571125
1741914633.6438,2025-03-13 18:10:33.643,neutral,neutral,0.0,smile,0.571125
1741914633.6753,2025-03-13 18:10:33.675,neutral,neutral,0.0,smile,0.454969
1741914633.7068,2025-03-13 18:10:33.706,neutral,neutral,0.0,smile,0.454969
1741914633.7383,2025-03-13 18:10:33.738,neutral,neutral,0.0,smile,0.454969
1741914633.7699,2025-03-13 18:10:33.769,neutral,neutral,0.0,smile,0.454969
1741914633.8012,2025-03-13 18:10:33.801,neutral,neutral,0.0,smile,0.316944
1741914633.8323,2025-03-13 18:10:33.832,neutral,neutral,0.0,smile,0.316944
1741914633.864,2025-03-13 18:10:33.864,neutral,neutral,0.0,smile,0.316944
1741914633.8959,2025-03-13 18:10:33.895,neutral,neutral,0.0,smile,0.316944
1741914633.9279,2025-03-13 18:10:33.927,neutral,neutral,0.0,smile,0.550961
1741914633.9594,2025-03-13 18:10:33.959,neutral,neutral,0.0,smile,0.550961
1741914633.9909,2025-03-13 18:10:33.990,neutral,neutral,0.0,smile,0.550961
1741914634.0224,2025-03-13 18:10:34.022,neutral,neutral,0.0,smile,0.550961
1741914634.0539,2025-03-13 18:10:34.053,neutral,frown,0.197615,neutral,0.0
1741914634.0853,2025-03-13 18:10:34.085,neutral,frown,0.197615,neutral,0.0
1741914634.1164,2025-03-13 18:10:34.116,neutral,frown,0.197615,neutral,0.0
1741914634.1477,2025-03-13 18:10:34.147,neutral,frown,0.197615,neutral,0.0
1741914634.1794,2025-03-13 18:10:34.179,neutral,frown,0.241136,neutral,0.0
1741914634.2111,2025-03-13 18:10:34.211,neutral,frown,0.241136,neutral,0.0
1741914634.2429,2025-03-13 18:10:34.242,neutral,frown,0.241136,neutral,0.0
1741914634.2745,2025-03-13 18:10:34.274,neutral,frown,0.241136,neutral,0.0
1741914634.306,2025-03-13 18:10:34.306,neutral,frown,0.193214,neutral,0.0
1741914634.3377,2025-03-13 18:10:34.337,neutral,frown,0.193214,neutral,0.0
1741914634.3693,2025-03-13 18:10:34.369,neutral,frown,0.193214,neutral,0.0
1741914634.4004,2025-03-13 18:10:34.400,neutral,frown,0.193214,neutral,0.0
1741914634.4315,2025-03-13 18:10:34.431,neutral,frown,0.28167,neutral,0.0
1741914634.4626,2025-03-13 18:10:34.462,neutral,frown,0.28167,neutral,0.0
1741914634.4945,2025-03-13 18:10:34.494,neutral,frown,0.28167,neutral,0.0
1741914634.5261,2025-03-13 18:10:34.526,neutral,frown,0.28167,neutral,0.0
1741914634.5578,2025-03-13 18:10:34.557,neutral,surprise,0.264859,neutral,0.0
1741914634.5893,2025-03-13 18:10:34.589,neutral,surprise,0.264859,neutral,0.0
1741914634.6208,2025-03-13 18:10:34.620,neutral,surprise,0.264859,neutral,0.0
1741914634.6523,2025-03-13 18:10:34.652,neutral,surprise,0.264859,neutral,0.0
1741914634.6841,2025-03-13 18:10:34.684,neutral,surprise,0.320629,neutral,0.0
1741914634.7156,2025-03-13 18:10:34.715,neutral,surprise,0.320629,neutral,0.0
1741914634.7467,2025-03-13 18:10:34.746,neutral,surprise,0.320629,neutral,0.0
1741914634.7782,2025-03-13 18:10:34.778,neutral,surprise,0.320629,neutral,0.0
1741914634.8099,2025-03-13 18:10:34.809,neutral,surprise,0.196434,neutral,0.0
1741914634.8419,2025-03-13 18:10:34.841,neutral,surprise,0.196434,neutral,0.0
1741914634.8738,2025-03-13 18:10:34.873,neutral,surprise,0.196434,neutral,0.0
1741914634.9053,2025-03-13 18:10:34.905,neutral,surprise,0.196434,neutral,0.0
1741914634.9368,2025-03-13 18:10:34.936,neutral,surprise,0.487785,neutral,0.0
1741914634.9683,2025-03-13 18:10:34.968,neutral,surprise,0.487785,neutral,0.0
1741914634.9997,2025-03-13 18:10:34.999,neutral,surprise,0.487785,neutral,0.0
1741914635.0308,2025-03-13 18:10:35.030,neutral,surprise,0.487785,neutral,0.0
1741914635.0619,2025-03-13 18:10:35.061,neutral,surprise,0.361297,neutral,0.0
